10.000 0.045
20.000 0.480
30.000 0.216
40.000 0.292
50.000 0.172
60.000 0.129
70.000 0.101
80.000 0.090
90.000 0.078
100.000 0.081
110.000 0.064
120.000 0.065
130.000 0.069
140.000 0.060
150.000 0.062
160.000 0.062
170.000 0.056
180.000 0.051
190.000 0.050
200.000 0.046
210.000 0.042
220.000 0.043
230.000 0.041
240.000 0.038
250.000 0.037
260.000 0.037
270.000 0.036
280.000 0.036
290.000 0.031
300.000 0.032
310.000 0.031
320.000 0.032
330.000 0.032
340.000 0.029
350.000 0.028
360.000 0.030
370.000 0.029
380.000 0.028
390.000 0.032
400.000 0.032
410.000 0.035
420.000 0.037
430.000 0.040
440.000 0.042
450.000 0.046
460.000 0.043
470.000 0.042
480.000 0.038
490.000 0.033
500.000 0.031
510.000 0.028
520.000 0.026
530.000 0.024
540.000 0.022
550.000 0.020
560.000 0.020
570.000 0.019
580.000 0.018
590.000 0.018
600.000 0.017
610.000 0.017
620.000 0.016
630.000 0.016
640.000 0.014
650.000 0.016
660.000 0.016
670.000 0.015
680.000 0.014
690.000 0.015
700.000 0.015
710.000 0.013
720.000 0.014
730.000 0.013
740.000 0.012
750.000 0.012
760.000 0.011
770.000 0.012
780.000 0.012
790.000 0.012
800.000 0.012
810.000 0.012
820.000 0.011
830.000 0.012
840.000 0.012
850.000 0.011
860.000 0.011
870.000 0.010
880.000 0.010
890.000 0.011
900.000 0.010
910.000 0.010
920.000 0.010
930.000 0.010
940.000 0.009
950.000 0.009
960.000 0.009
970.000 0.010
980.000 0.010
990.000 0.010
1000.000 0.010
